month,sector,num_new_house_transactions,price_new_house_transactions,amount_new_house_transactions,area_per_unit_new_house_transactions,num_new_house_available_for_sale,area_new_house_available_for_sale,period_new_house_sell_through,area_pre_owned_house_transactions,amount_pre_owned_house_transactions,num_pre_owned_house_transactions,price_pre_owned_house_transactions,num_land_transactions,planned_building_area,transaction_amount,num_new_house_transactions_nearby_sectors,area_new_house_transactions_nearby_sectors,amount_new_house_transactions_nearby_sectors,price_new_house_transactions_nearby_sectors,num_pre_owned_house_transactions_nearby_sectors,amount_pre_owned_house_transactions_nearby_sectors,price_pre_owned_house_transactions_nearby_sectors,num_land_transactions_nearby_sectors,planned_building_area_nearby_sectors,transaction_amount_nearby_sectors,date,month_num,quarter,year,days_in_month,month_sin,month_cos,amount_new_house_transactions_lag_1,amount_new_house_transactions_lag_2,amount_new_house_transactions_lag_3,amount_new_house_transactions_lag_6,amount_new_house_transactions_lag_12,amount_new_house_transactions_rolling_mean_3,amount_new_house_transactions_rolling_std_3,amount_new_house_transactions_rolling_mean_6,amount_new_house_transactions_rolling_std_6,amount_new_house_transactions_rolling_mean_12,amount_new_house_transactions_rolling_std_12,price_change_1m,price_change_3m,price_change_6m,supply_demand_ratio,new_vs_preowned_price_ratio,local_vs_nearby_ratio,ewgm_pred
2020-06-01,sector 31,1057,16346,178614.27,103,2765.0,322224.0,8.34,3021.0,3585.0,34.0,11866.93148,0.0,0.0,0.0,390.5,42838.75,90962.595,21233.7183,82.66666667,18009.33333,23106.16914,0.0,0.0,0.0,2020-06-01,6,2,2020,30,1.2246467991473532e-16,-1.0,77986.86,55848.26,32356.33,58428.23,59973.87,55397.15,22818.6095587417,42584.67666666667,26406.604480814025,46451.42333333334,19110.505458328575,0.055329588740396396,-0.09755424280903213,-0.07014050856135157,2.613421550094518,1.3773251073741455,1.9635797155994108,7345.445091753725
2020-07-01,sector 31,777,15849,130558.72,106,2258.0,273018.0,5.51,3980.0,5687.0,42.0,14288.94472,0.0,0.0,0.0,358.25,40210.0,85924.6025,21368.96357,71.16666667,17647.83333,26814.30272,0.75,84665.295,91912.75,2020-07-01,7,3,2020,31,-0.4999999999999998,-0.8660254037844388,178614.27,77986.86,55848.26,26131.97,39656.88,104149.79666666668,65431.244402793,62615.68333333334,62180.58943554062,56338.12333333333,42776.93201641284,-0.030404992046983992,-0.027489722034730324,0.02317624273724994,2.9023136246786634,1.1091015613110085,1.5194390984922104,7345.445091753725
2020-08-01,sector 31,505,16153,86702.64,106,2006.0,244400.0,4.22,9629.0,11613.0,96.0,12060.44241,0.0,0.0,0.0,409.0,44263.75,94019.715,21240.79297,103.8333333,24651.0,26387.75401,0.0,0.0,0.0,2020-08-01,8,3,2020,31,-0.8660254037844384,-0.5000000000000004,130558.72,178614.27,77986.86,4756.41,58426.22,129053.28333333334,50330.59373278872,80020.14166666666,64497.802112002355,63913.27666666667,47357.7897540078,0.019181020884598388,0.04286913293304928,0.11147044656987548,3.964426877470356,1.3392262260944627,0.9221652909148798,7345.445091753725
2020-09-01,sector 31,493,16750,88739.88,107,2715.0,317327.0,4.97,10726.0,13095.0,106.0,12208.65187,0.0,0.0,0.0,784.25,88107.25,151049.1525,17143.78244,89.83333333,21174.16667,25830.02948,0.5,67468.22,65775.0,2020-09-01,9,3,2020,30,-1.0,-1.8369701987210297e-16,86702.64,130558.72,178614.27,32356.33,53062.65,131958.54333333336,45971.80180651648,93677.84666666668,53029.5416362916,66269.645,47761.70050254254,0.036959078808890045,0.024715526734369275,-0.07524982057086071,5.495951417004049,1.3718654862843358,0.5874861993270746,7345.445091753725
2020-10-01,sector 31,430,17496,81516.37,108,2005.0,244917.0,3.72,3607.0,4612.0,39.0,12786.24896,0.0,0.0,0.0,699.25,70395.5,162361.73,23064.22001,50.5,10937.66667,23654.97603,0.25,80736.48,83750.0,2020-10-01,10,4,2020,31,-0.8660254037844386,0.5000000000000001,88739.88,86702.64,130558.72,55848.26,48764.54,102000.41333333334,24753.1865919306,103075.10500000003,44260.28864383136,69242.74750000001,47974.7993185053,0.044537313432835735,0.10391822827938668,0.0735718230349145,4.651972157772621,1.368238004494127,0.5020633121899342,7345.445091753725
2020-11-01,sector 31,310,17220,57741.4,108,2036.0,247605.0,3.93,8137.0,10235.0,82.0,12578.34583,2.0,690295.33,454000.0,496.25,48588.25,97375.7775,20041.01352,75.0,17619.0,25976.50875,0.25,23426.5625,28100.0,2020-11-01,11,4,2020,30,-0.5000000000000004,0.8660254037844384,81516.37,88739.88,86702.64,77986.86,42024.86,85652.96333333333,3724.3979390544705,107353.12333333335,39798.14386415658,71972.06666666667,47634.2978952012,-0.01577503429355276,0.06605584102024387,0.11175673058299429,6.546623794212219,1.3689106121029506,0.5929688934304691,7345.445091753725
2020-12-01,sector 31,398,17281,72895.98,106,2583.0,306579.0,5.91,9060.0,10886.0,90.0,12015.45254,1.0,80816.7,56600.0,571.75,58455.5,118778.07,20319.40023,84.66666667,19435.66667,26093.39688,1.0,251075.0425,288275.0,2020-12-01,12,4,2020,31,-2.4492935982947064e-16,1.0,57741.4,81516.37,88739.88,178614.27,58428.23,75999.21666666667,16218.991221874228,103978.88,43474.34608287003,73281.77833333334,46947.14847231799,0.0035423925667827927,0.03170149253731336,0.05720053835800809,6.473684210526316,1.438111617590594,0.613710647843934,7345.445091753725
2021-01-01,sector 31,650,15478,97775.49,97,2853.0,324503.0,6.66,5933.0,7756.0,61.0,13072.64453,0.0,0.0,0.0,604.0,61273.0,134863.5225,22010.26921,87.0,22415.0,26800.44638,0.0,0.0,0.0,2021-01-01,1,1,2021,31,0.49999999999999994,0.8660254037844387,72895.98,57741.4,81516.37,130558.72,26131.97,70717.91666666667,12036.20660915362,86359.16500000001,24425.695193940104,74487.42416666668,46716.22280638969,-0.10433423991667146,-0.11534064929126653,-0.02340841693482243,4.382488479262673,1.1839085852826075,0.7249904436505903,7345.445091753725
2021-02-01,sector 31,269,15829,42448.91,100,2461.0,287725.0,6.51,2696.0,3353.0,26.0,12436.94362,0.0,0.0,0.0,240.0,24380.75,52221.72,21419.24264,50.66666667,13499.0,26730.69307,0.25,11625.5,10675.0,2021-02-01,2,1,2021,28,0.8660254037844386,0.5000000000000001,97775.49,72895.98,57741.4,86702.64,4756.41,76137.62333333334,20212.948304426878,80895.29333333333,14004.866163624196,80457.71750000001,44500.062756870175,0.02267734849463765,-0.0807781649245064,-0.02005819352442273,9.114814814814816,1.2726380247091038,0.8128437201279444,7345.445091753725
2021-03-01,sector 31,467,17027,80320.49,101,2157.0,258084.0,5.97,2613.0,2866.0,28.0,10968.23574,0.0,0.0,0.0,463.0,46584.25,98374.8375,21117.61754,83.33333333,19193.66667,24589.92591,0.25,30391.5,29575.0,2021-03-01,3,1,2021,31,1.0,6.123233995736766e-17,42448.91,97775.49,72895.98,88739.88,32356.33,71040.12666666668,27709.939684528967,73519.67166666668,20487.468011411667,83598.75916666667,39747.38323732301,0.07568387137532384,-0.014698223482437323,0.01653731343283593,4.608974358974359,1.5522503484823456,0.8164656285645345,7345.445091753725
2021-04-01,sector 31,648,16446,105789.93,99,2231.0,268854.0,5.82,3583.0,4178.0,37.0,11660.61959,2.0,385380.5,361800.0,421.5,42696.25,89204.885,20892.90863,94.33333333,20622.0,23434.53474,2.5,414023.285,396182.5,2021-04-01,4,2,2021,30,0.8660254037844387,-0.49999999999999983,80320.49,42448.91,97775.49,81516.37,55848.26,73514.96333333333,28284.165332074645,72116.44,19501.09618059456,87595.7725,36396.361370518425,-0.034122276384565664,0.06254037989404315,-0.060013717421124824,3.4375963020030817,1.4102672337299247,1.1859075216842476,7345.445091753725
2021-05-01,sector 31,644,16292,97752.44,93,1918.0,222032.0,4.39,1950.0,2361.0,20.0,12107.69231,0.0,0.0,0.0,433.0,44163.25,95565.235,21639.08567,63.66666667,15422.16667,25507.34625,0.0,0.0,0.0,2021-05-01,5,2,2021,31,0.49999999999999994,-0.8660254037844387,105789.93,80320.49,42448.91,57741.4,77986.86,76186.44333333334,31872.228664493057,76162.03333333334,23869.679735961814,91757.57833333332,35274.14919380089,-0.009363979083059748,0.02925011055657345,-0.05389082462253192,2.973643410852713,1.3454797250521595,1.0228763328386852,7345.445091753725
2021-06-01,sector 31,184,16706,30355.8,99,2488.0,288818.0,6.2,1912.0,2404.0,20.0,12573.22176,0.0,0.0,0.0,290.75,30423.0,67184.3575,22083.40976,40.5,9281.333333,24407.43338,0.0,0.0,0.0,2021-06-01,6,2,2021,30,1.2246467991473532e-16,-1.0,97752.44,105789.93,80320.49,72895.98,178614.27,94620.95333333332,13020.282256388811,82830.54000000001,23275.824772229204,93404.71,35033.32281890564,0.025411244782715503,-0.01885241087684264,-0.03327353741102945,13.448648648648648,1.3285911700033513,0.45182166367128435,7345.445091753725
2021-07-01,sector 31,210,16121,33785.44,100,2285.0,268623.0,6.79,1600.0,1968.0,17.0,12300.0,0.0,0.0,0.0,306.25,31409.0,68485.5975,21804.45016,52.66666667,11811.66667,24452.26512,0.0,0.0,0.0,2021-07-01,7,3,2021,31,-0.4999999999999998,-0.8660254037844388,30355.8,97752.44,105789.93,97775.49,130558.72,77966.05666666667,41427.07709064728,75740.51,31818.58512695433,81049.83750000001,27606.738683236585,-0.03501735903268288,-0.01976164416879489,0.04154283499160094,10.829383886255924,1.3105438582229088,0.4933146226164908,7345.445091753725
2021-08-01,sector 31,210,17316,37455.66,103,2149.0,254627.0,6.58,1578.0,1869.0,16.0,11844.10646,0.0,0.0,0.0,308.0,31477.75,73491.89,23347.25004,48.66666667,11943.33333,26255.81651,0.0,0.0,0.0,2021-08-01,8,3,2021,31,-0.8660254037844384,-0.5000000000000004,33785.44,30355.8,97752.44,42448.91,86702.64,53964.560000000005,37960.16904339598,65075.50166666667,33628.39554903053,72985.3975,25912.130789275343,0.07412691520377157,0.06285293395531544,0.09394149977888677,10.184834123222748,1.4618695119773537,0.5096501171746002,7345.445091753725
2021-09-01,sector 31,552,14422,72596.7,91,3427.0,372383.0,9.49,350.0,426.0,4.0,12171.42857,0.0,0.0,0.0,314.5,31765.25,69938.1075,22017.17522,39.5,10211.16667,27549.35024,1.75,151798.25,123325.0,2021-09-01,9,3,2021,30,-1.0,-1.8369701987210297e-16,37455.66,33785.44,30355.8,80320.49,88739.88,33865.63333333334,3550.609276297711,64243.29333333334,34354.27925307569,68881.4825,27399.266459215523,-0.16712866712866714,-0.1367173470609362,-0.15299230633699423,6.197106690777577,1.1848087599827255,1.0379986619074313,7345.445091753725
2021-10-01,sector 31,330,16613,51668.93,94,3310.0,359252.0,10.66,969.0,1137.0,10.0,11733.74613,0.0,0.0,0.0,261.25,27085.0,59497.02,21966.77866,25.16666667,5637.5,24906.11884,0.0,0.0,0.0,2021-10-01,10,4,2021,31,-0.8660254037844386,0.5000000000000001,72596.7,37455.66,33785.44,105789.93,81516.37,47945.93333333334,21426.918855797525,62955.994999999995,33771.12033462186,67536.21750000001,26723.581452777584,0.15192067674386345,0.030519198560883254,0.010154444849811428,10.0,1.4157102178400514,0.8684142766431556,7345.445091753725
2021-11-01,sector 31,266,15657,39032.09,94,3375.0,364734.0,13.09,2865.0,3496.0,28.0,12202.44328,0.0,0.0,0.0,359.0,35181.0,74988.24,21314.98252,29.0,6865.0,24981.80495,0.0,0.0,0.0,2021-11-01,11,4,2021,30,-0.5000000000000004,0.8660254037844384,51668.93,72596.7,37455.66,97752.44,57741.4,53907.09666666667,17677.109933222448,53935.828333333346,26483.633632267636,65048.93083333334,26693.09558572282,-0.05754529585264556,-0.09580734580734585,-0.03897618463049346,12.640449438202246,1.2829985472755852,0.5205025414312773,7345.445091753725
2021-12-01,sector 31,285,15545,42049.66,95,3159.0,343088.0,11.7,1071.0,1216.0,10.0,11353.87488,0.0,0.0,0.0,566.5,56933.0,119895.3575,21059.02684,40.66666667,9382.833333,24812.46419,0.25,56676.75,51350.0,2021-12-01,12,4,2021,31,-2.4492935982947064e-16,1.0,39032.09,51668.93,72596.7,30355.8,72895.98,54432.573333333334,16952.110619873612,44149.10333333334,15712.799195866666,63489.82166666668,27686.624625649376,-0.0071533499393242606,0.07786714741367362,-0.0694959894648629,11.045454545454545,1.369015525426908,0.3507167430003034,7345.445091753725
2022-01-01,sector 31,151,14069,20277.64,95,2997.0,327449.0,11.59,3132.0,3685.0,31.0,11765.64496,0.0,0.0,0.0,219.75,22460.5,45360.925,20195.86608,40.16666667,8843.833333,23355.19366,0.0,0.0,0.0,2022-01-01,1,1,2022,31,0.49999999999999994,0.8660254037844387,42049.66,39032.09,51668.93,33785.44,97775.49,44250.22666666668,6599.568284155538,46098.08000000001,14323.558761909742,60919.295000000006,28161.796243638444,-0.09495014474107433,-0.15313308854511531,-0.12728738911978166,19.717105263157894,1.1956679280990221,0.4470189481597176,7345.445091753725
2022-02-01,sector 31,101,14870,14355.33,96,2933.0,321152.0,12.24,854.0,904.0,9.0,10585.48009,0.0,0.0,0.0,150.75,15145.0,30995.3675,20465.74282,26.16666667,6132.666667,25223.47135,0.0,0.0,0.0,2022-02-01,2,1,2022,28,0.8660254037844386,0.5000000000000001,20277.64,42049.66,39032.09,37455.66,42448.91,33786.46333333334,11795.874832526475,43846.780000000006,17381.0562735031,54461.14083333334,27825.47294824079,0.05693368398606857,-0.05026505716293028,-0.14125664125664128,28.754901960784313,1.4046217320189567,0.4631294296017106,7345.445091753725
2022-03-01,sector 31,148,15075,21869.14,98,3067.0,333689.0,16.46,767.0,889.0,9.0,11590.61278,0.0,0.0,0.0,243.5,24547.0,49553.625,20187.24284,53.33333333,11659.33333,23543.11099,0.0,0.0,0.0,2022-03-01,3,1,2022,31,1.0,6.123233995736766e-17,14355.33,20277.64,42049.66,72596.7,80320.49,25560.876666666674,14583.498235822273,39996.725,21215.405973694487,52120.00916666668,30023.07899533878,0.013786146603900429,-0.03023480218719843,0.04527804742754116,20.583892617449663,1.3005092808146754,0.44131380269752823,7345.445091753725
2022-04-01,sector 31,131,14396,18102.11,96,3102.0,334095.0,19.44,2260.0,2596.0,22.0,11486.72566,0.0,0.0,0.0,211.75,21303.25,43711.465,20518.68377,38.33333333,8605.0,23724.84147,0.0,0.0,0.0,2022-04-01,4,2,2022,30,0.8660254037844387,-0.49999999999999983,21869.14,14355.33,20277.64,51668.93,105789.93,18834.03666666667,3959.4605840986883,31542.13166666667,14747.456258505703,47249.06333333333,29772.428676601034,-0.04504145936981763,0.02324259009169105,-0.13344970805995304,23.5,1.253163630998479,0.4141178036974122,7345.445091753725
2022-05-01,sector 31,229,14236,31355.48,96,2791.0,305091.0,18.26,3028.0,3186.0,30.0,10521.79657,0.0,0.0,0.0,248.75,25081.5,49718.55,19822.79768,43.5,9192.833333,22865.8486,0.5,80572.25,65350.0,2022-05-01,5,2,2022,31,0.49999999999999994,-0.8660254037844387,18102.11,21869.14,14355.33,39032.09,97752.44,18108.860000000004,3756.9095478727954,25947.66166666667,11620.627644383903,39941.745,24368.6117151688,-0.011114198388441188,-0.042636180228648235,-0.09075812735517663,12.134782608695652,1.3528723001816996,0.6306468984534253,7345.445091753725
2022-06-01,sector 31,222,14388,30976.91,97,2814.0,303273.0,19.21,1218.0,1509.0,12.0,12389.16256,0.0,0.0,0.0,307.25,31768.5,61384.7125,19322.50893,38.33333333,9838.0,26021.86563,0.0,0.0,0.0,2022-06-01,6,2,2022,30,1.2246467991473532e-16,-1.0,31355.48,18102.11,21869.14,42049.66,30355.8,23775.57666666667,6829.262746609715,24668.226666666673,10231.475407270913,34408.665,16226.771944149137,0.010677156504636187,-0.045572139303482584,-0.07442907687359279,12.61883408071749,1.1612438440839956,0.5046273593387061,7345.445091753725
2022-07-01,sector 31,144,14251,19436.63,95,2600.0,284977.0,18.2,1183.0,1258.0,11.0,10633.9814,0.0,0.0,0.0,335.75,33719.25,66406.035,19693.80547,37.0,7416.666667,21274.56136,0.0,0.0,0.0,2022-07-01,7,3,2022,31,-0.4999999999999998,-0.8660254037844388,30976.91,31355.48,18102.11,20277.64,33785.44,26811.500000000004,7544.92772929589,22822.76833333334,6937.815318480277,34460.42416666667,16213.654415442761,-0.009521823742007274,-0.010072242289524858,0.012936242803326392,17.93103448275862,1.3400117465179582,0.2926893212443531,7345.445091753725
2022-08-01,sector 31,164,14015,21703.87,94,2445.0,270131.0,16.25,4112.0,5396.0,42.0,13122.56809,0.0,0.0,0.0,270.75,27000.5,51598.805,19110.31462,43.66666667,9912.166667,23679.32792,0.0,0.0,0.0,2022-08-01,8,3,2022,31,-0.8660254037844384,-0.5000000000000004,19436.63,30976.91,31355.48,14355.33,37455.66,27256.340000000007,6774.712331479325,22682.600000000006,7007.664069802642,33264.69,16786.92648707369,-0.01656024138656942,-0.01552402360213545,-0.057498318762609246,14.818181818181818,1.0679260323020887,0.4206192252083123,7345.445091753725
2022-09-01,sector 31,127,13838,16515.09,94,2537.0,276793.0,17.09,3872.0,5128.0,43.0,13243.80165,0.0,0.0,0.0,272.0,26841.75,50533.2225,18826.35167,46.0,9664.666667,22868.63588,0.0,0.0,0.0,2022-09-01,9,3,2022,30,-1.0,-1.8369701987210297e-16,21703.87,19436.63,30976.91,21869.14,72596.7,24039.136666666673,6114.296232840806,23907.356666666674,5799.156696981857,31952.040833333336,17043.318246112733,-0.012629325722440243,-0.03822629969418956,-0.08205638474295196,19.8203125,1.04478725810137,0.32681001473803223,7345.445091753725
2022-10-01,sector 31,158,12963,17820.6,87,2394.0,264444.0,16.13,4007.0,5006.0,41.0,12493.13701,0.0,0.0,0.0,260.25,25587.0,48123.0775,18807.6279,36.33333333,7408.166667,21792.99863,0.0,0.0,0.0,2022-10-01,10,4,2022,31,-0.8660254037844386,0.5000000000000001,16515.09,21703.87,19436.63,18102.11,51668.93,19218.530000000002,2601.2564617118705,23015.015000000003,6540.102894774127,27278.573333333334,11752.899896677893,-0.06323168087873965,-0.09037962248263276,-0.0995415393164768,15.056603773584905,1.0375266406655164,0.3703052801375777,7345.445091753725
2022-11-01,sector 31,64,14255,8393.77,92,2431.0,264336.0,19.29,2357.0,2729.0,24.0,11578.27747,0.0,0.0,0.0,173.5,17325.5,32458.2525,18734.3814,29.83333333,7030.733333,23877.51175,0.0,0.0,0.0,2022-11-01,11,4,2022,30,-0.5000000000000004,0.8660254037844384,17820.6,16515.09,21703.87,31355.48,39032.09,18679.853333333336,2698.9992015988214,22968.096666666675,6583.264130267719,24457.87916666667,9137.958743908277,0.0996682866620382,0.017124509454156334,0.0013346445630795234,37.4,1.231078539825335,0.2585940634338391,7345.445091753725
2022-12-01,sector 31,86,14052,11244.78,93,2387.0,260342.0,22.74,996.0,1184.9,10.0,11896.58635,0.0,0.0,0.0,375.25,37417.5,67890.615,18144.08098,38.0,8824.533333,22920.8658,0.0,0.0,0.0,2022-12-01,12,4,2022,31,-2.4492935982947064e-16,1.0,8393.77,17820.6,16515.09,30976.91,42049.66,14243.153333333337,5107.597588419719,19141.145000000004,7360.520053593575,21904.685833333337,8974.446640802205,-0.014240617327253569,0.015464662523485995,-0.02335279399499579,27.436781609195403,1.1810798918891645,0.16562840639451573,7345.445091753725
2023-01-01,sector 31,84,13245,10369.25,93,2338.0,255986.0,24.42,1427.0,1838.0,13.0,12880.16819,0.0,0.0,0.0,196.0,19683.5,36639.5225,18614.33307,36.0,7830.166667,22731.2754,0.0,0.0,0.0,2023-01-01,1,1,2023,31,0.49999999999999994,0.8660254037844387,11244.78,8393.77,17820.6,19436.63,20277.64,12486.383333333339,4834.507740218322,15852.45666666667,5064.794144917445,19337.612500000003,6840.274049600362,-0.057429547395388525,0.021754223559361296,-0.07059153743596935,27.50588235294118,1.0282452495482866,0.2829995123568448,7345.445091753725
2023-02-01,sector 31,183,13619,22444.73,90,2198.0,243344.0,22.86,7154.0,8017.0,69.0,11206.31814,0.0,0.0,0.0,344.25,33864.75,62168.38,18357.84407,56.16666667,12652.83333,23380.65907,0.0,0.0,0.0,2023-02-01,2,1,2023,28,0.8660254037844386,0.5000000000000001,10369.25,11244.78,8393.77,21703.87,14355.33,10002.600000000006,1460.4412593108498,14341.226666666671,5133.752211405427,18511.913333333334,7299.1242605138395,0.02823707059267644,-0.044615924237109805,-0.028255440599357806,11.945652173913043,1.2151881324214824,0.3610254758853957,7345.445091753725
2023-03-01,sector 31,195,13742,26059.45,97,2162.0,238385.0,20.17,9641.0,12718.3,94.0,13191.88881,0.0,0.0,0.0,573.75,56364.75,101238.45,17961.3056,65.33333333,16548.98333,25029.34133,0.25,110258.75,47500.0,2023-03-01,3,1,2023,31,1.0,6.123233995736766e-17,22444.73,10369.25,11244.78,16515.09,21869.14,14686.253333333336,6733.2836220993195,14464.703333333338,5350.58556303421,19186.030000000002,7253.751551238049,0.0090315001101402,-0.022060916595502467,-0.006937418702124609,11.03061224489796,1.041621755318955,0.25740410482277415,7345.445091753725
2023-04-01,sector 31,116,13080,14224.93,94,2140.0,236287.0,20.84,7516.0,9674.0,75.0,12871.20809,0.0,0.0,0.0,346.25,35022.75,66204.525,18903.29143,56.16666667,13356.83333,24036.05063,0.0,0.0,0.0,2023-04-01,4,2,2023,30,0.8660254037844387,-0.49999999999999983,26059.45,22444.73,10369.25,17820.6,18102.11,19624.476666666673,8216.505684178104,16055.430000000006,7186.034040412233,19535.2225,7491.617288904844,-0.048173482753602115,-0.01245753114382786,0.009025688498032869,18.29059829059829,1.0161426779731308,0.21486016461617066,7345.445091753725
2023-05-01,sector 31,101,12899,11404.69,88,2210.0,240350.0,20.31,6128.0,8273.0,58.0,13500.32637,0.0,0.0,0.0,266.0,27082.75,49764.905,18375.12993,48.5,11892.5,24043.0622,0.0,0.0,0.0,2023-05-01,5,2,2023,31,0.49999999999999994,-0.8660254037844387,14224.93,26059.45,22444.73,8393.77,31355.48,20909.70333333334,6064.750288192511,15456.151666666672,7159.267059498484,19212.124166666672,7641.158350071039,-0.013837920489296662,-0.0528673177178941,-0.09512451771308317,21.666666666666668,0.9553876150021547,0.2291667357400614,7345.445091753725
2023-06-01,sector 31,70,13576,8750.15,92,2377.0,262677.0,22.7,5279.0,7179.0,54.0,13599.16651,0.0,0.0,0.0,207.25,20627.0,38697.3975,18760.55534,48.0,12030.33333,24892.06152,0.0,0.0,0.0,2023-06-01,6,2,2023,30,1.2246467991473532e-16,-1.0,11404.69,14224.93,26059.45,11244.78,30976.91,17229.690000000006,7775.727275155532,15957.971666666674,6652.844370680862,17549.558333333338,6892.589866920575,0.052484688735561,-0.01207975549410567,-0.033874181611158516,33.478873239436616,0.9982230724908971,0.2261114300663225,7345.445091753725
2023-07-01,sector 31,92,14656,12279.36,91,2317.0,257623.0,22.09,5743.0,7790.0,56.0,13564.3392,0.0,0.0,0.0,151.25,15275.0,27724.62,18150.32406,45.5,11293.0,24504.71954,0.0,0.0,0.0,2023-07-01,7,3,2023,31,-0.4999999999999998,-0.8660254037844388,8750.15,11404.69,14224.93,10369.25,19436.63,11459.923333333338,2737.8078918965043,15542.200000000004,7071.110409566761,15697.328333333337,5866.332975477619,0.079552150854449,0.12048929663608554,0.10653076632691572,24.913978494623656,1.0804005549673243,0.44288856299696816,7345.445091753725
2023-08-01,sector 31,81,13842,10077.41,90,2310.0,259856.0,25.65,3961.0,5768.0,47.0,14561.9793,0.0,0.0,0.0,165.25,16278.25,29573.8525,18167.70998,46.33333333,12821.35,24633.54574,0.25,70043.5,22555.0,2023-08-01,8,3,2023,31,-0.8660254037844384,-0.5000000000000004,12279.36,8750.15,11404.69,22444.73,21703.87,10811.400000000003,1837.8861700598936,15860.551666666672,6830.543735055068,15100.889166666668,5815.213142266362,-0.05554039301310043,0.07310644235987285,0.016374183126514508,28.170731707317074,0.9504923213068084,0.3407425277945173,7345.445091753725
2023-09-01,sector 31,82,12478,9225.8,90,2175.0,245175.0,29.89,5758.0,7806.5,56.0,13557.65891,0.0,0.0,0.0,295.25,28148.75,54990.755,19535.77157,47.16666667,12569.96667,25727.37506,0.0,0.0,0.0,2023-09-01,9,3,2023,30,-1.0,-1.8369701987210297e-16,10077.41,12279.36,8750.15,26059.45,16515.09,10368.973333333337,1782.5789432815432,13799.331666666672,6290.996653372195,14132.017500000002,5578.816933599603,-0.09854067331310501,-0.08087802003535649,-0.09198078882258764,26.204819277108435,0.9202975075062199,0.16776696797547194,7345.445091753725
2023-10-01,sector 31,102,11894,10628.72,88,1710.0,192449.0,24.42,5526.0,6281.0,54.0,11366.26855,0.0,0.0,0.0,167.5,16383.25,29113.9275,17770.54461,69.0,16288.33333,24524.46675,0.25,47668.75,31750.0,2023-10-01,10,4,2023,31,-0.8660254037844386,0.5000000000000001,9225.8,10077.41,12279.36,14224.93,17820.6,10527.523333333336,1575.7565414843586,10993.723333333337,2062.0987416683815,13524.57666666667,5691.455361008176,-0.04680237217502803,-0.18845524017467252,-0.09067278287461777,16.601941747572816,1.0463375566155688,0.365060843788809,7345.445091753725
2023-11-01,sector 31,77,12690,9050.56,93,1750.0,193830.0,25.52,6532.0,8070.8,70.0,12355.7869,0.0,0.0,0.0,174.0,17051.75,29080.5575,17054.29501,66.16666667,14677.16667,22288.22353,0.0,0.0,0.0,2023-11-01,11,4,2023,30,-0.5000000000000004,0.8660254037844384,10628.72,9225.8,10077.41,11404.69,8393.77,9977.310000000003,706.7963915424252,10394.355000000005,1326.5242265837776,12925.253333333334,5575.426712154256,0.06692449974777204,-0.0832249674902471,-0.01620280641910221,22.435897435897434,1.0269659987419546,0.31121304283651247,7345.445091753725
2023-12-01,sector 31,78,13063,8915.81,88,1696.0,186634.0,24.37,6349.0,7215.3,63.0,11364.46685,0.0,0.0,0.0,196.5,19433.0,34324.17,17662.82612,64.33333333,14984.75,23481.54823,0.0,0.0,0.0,2023-12-01,12,4,2023,31,-2.4492935982947064e-16,1.0,9050.56,10628.72,9225.8,8750.15,11244.78,9635.02666666667,865.0127715419661,10002.000000000005,1316.0308607489844,12979.985833333334,5529.936484240372,0.029393223010244274,0.04688251322327286,-0.037787271655863264,21.468354430379748,1.1493588580569394,0.2597455453243203,7345.445091753725
2024-01-01,sector 31,50,12351,5537.59,90,1650.0,182540.0,26.05,6047.0,6581.0,67.0,10883.08252,0.0,0.0,0.0,135.75,13645.75,23699.94,17368.00103,48.83333333,11818.0,24238.73658,0.0,0.0,0.0,2024-01-01,1,1,2024,31,0.49999999999999994,0.8660254037844387,8915.81,9050.56,10628.72,12279.36,10369.25,9531.69666666667,952.4361060095894,10029.610000000004,1285.9076602321454,12785.905000000004,5636.220124410174,-0.05450509071423104,0.03842273415167319,-0.15727347161572047,32.35294117647059,1.1347764018974014,0.2336443195923875,7345.445091753725
2024-02-01,sector 31,29,11030,3421.55,107,1631.0,180807.0,28.64,2872.0,3003.0,31.0,10456.12813,0.0,0.0,0.0,69.0,6872.75,11965.64,17410.26518,28.5,6591.0,23150.68493,0.0,0.0,0.0,2024-02-01,2,1,2024,29,0.8660254037844386,0.5000000000000001,5537.59,8915.81,9050.56,10077.41,22444.73,7834.6533333333355,1990.45581679942,8905.981666666672,1778.1685736904815,12383.26666666667,5986.266005840028,-0.10695490243704964,-0.1308116627265563,-0.20314983383904062,54.36666666666667,1.0547829062509537,0.28592403548531586,7345.445091753725
2024-03-01,sector 31,68,10851,6911.59,94,1581.0,176853.0,28.8,7268.0,7331.0,73.0,10086.68134,0.0,0.0,0.0,207.75,20614.0,36284.5375,17601.89071,57.83333333,12641.33333,23042.19704,0.0,0.0,0.0,2024-03-01,3,1,2024,31,1.0,6.123233995736766e-17,3421.55,5537.59,8915.81,9225.8,26059.45,5958.31666666667,2771.1877296442003,7796.67166666667,2725.1697815696743,10798.001666666669,5584.977637965602,-0.01622846781504983,-0.16933323126387512,-0.13038948549447027,22.91304347826087,1.0756683953698325,0.19047781778070672,7345.445091753725
