month,sector,num_new_house_transactions,area_new_house_transactions,price_new_house_transactions,amount_new_house_transactions,area_per_unit_new_house_transactions,total_price_per_unit_new_house_transactions,num_new_house_available_for_sale,area_new_house_available_for_sale,period_new_house_sell_through,amount_pre_owned_house_transactions,price_pre_owned_house_transactions,amount_new_house_transactions_nearby_sectors,month_num,year,is_december,is_february,new_to_preowned_price_ratio,num_new_house_available_for_sale_lag1,amount_pre_owned_house_transactions_lag1,period_new_house_sell_through_lag1,sector_historical_mean,sector_historical_std,months_since_start
2024-06-01,sector 21,33,3961,81861,32426.39,120,982.62,573.0,76106.0,24.5,22596.0,36861.33768,44699.71111,6,2024,0,0,2.220782129792746,612.0,20594.0,24.9,24920.033333333333,28568.28694039249,9
2020-09-01,sector 22,5,515,50804,2616.67,103,523.33,64.0,5983.0,1.27,,,,9,2020,0,0,,,,,,,0
2021-03-01,sector 22,61,5460,62007,33855.2,90,555.0,159.0,15149.0,1.34,,,,3,2021,0,0,,64.0,,1.27,2616.67,,1
2021-06-01,sector 22,8,819,61094,5001.9,102,625.24,19.0,1911.0,0.59,,,,6,2021,0,0,,159.0,,1.34,18235.934999999998,22088.9763972994,2
2022-07-01,sector 22,38,4789,66652,31918.68,126,839.97,214.0,27378.0,6.05,,,,7,2022,0,0,,19.0,,0.59,13824.589999999998,17387.965184785135,3
2022-08-01,sector 22,38,4842,65706,31812.61,127,837.17,154.0,19898.0,3.95,,,,8,2022,0,0,,214.0,,6.05,18348.1125,16834.782804565424,4
2022-09-01,sector 22,11,1426,65818,9382.55,130,852.96,137.0,17677.0,4.88,,,,9,2022,0,0,,154.0,,3.95,21041.012,15773.90163032501,5
2022-11-01,sector 22,8,953,64077,6104.85,119,763.11,136.0,17827.0,5.88,,,,11,2022,0,0,,137.0,,4.88,19097.935,14889.797429183178,6
2024-07-01,sector 22,41,4125,54975,22675.28,101,553.06,1284.0,137740.0,25.05,,,,7,2024,0,0,,136.0,,5.88,17241.78,14452.412806284861,7
2019-04-01,sector 23,10,1782,54477,9710.3,178,971.03,304.0,53813.0,27.26,9767.0,36676.68044,14125.664,4,2019,0,0,1.4853307154969995,,,,,,0
2019-11-01,sector 23,14,2182,50797,11083.71,156,791.69,392.0,59950.0,25.44,22491.0,31455.94406,12952.529,11,2019,0,0,1.6148617222585433,304.0,9767.0,27.26,9710.3,,1
2020-01-01,sector 23,6,798,56541,4511.68,133,751.95,332.0,51563.0,24.05,17273.0,29972.23668,5781.755,1,2020,0,0,1.886445799946886,392.0,22491.0,25.44,10397.005,971.1475243494161,2
2020-06-01,sector 23,10,1544,54465,8409.44,154,840.94,224.0,29216.0,5.95,36494.0,32258.46371,28677.259,6,2020,0,0,1.688394106106053,332.0,17273.0,24.05,8435.23,3466.5901414646632,3
2020-07-01,sector 23,10,1703,53878,9173.85,170,917.38,216.0,27988.0,5.5,36179.0,35275.93604,24199.597,7,2020,0,0,1.5273301306280518,224.0,36494.0,5.95,8428.7825,2830.488371340123,4
2020-11-01,sector 23,19,2375,59684,14175.31,125,746.07,397.0,49949.0,27.42,38836.0,32883.99661,21866.095,11,2020,0,0,1.8149861985404212,216.0,36179.0,5.5,8577.795999999998,2473.817582428017,5
2021-06-01,sector 23,17,2600,65698,17082.13,153,1004.83,344.0,43680.0,15.15,25510.0,36375.30301,26562.434,6,2021,0,0,1.8061155389396713,397.0,38836.0,27.42,9510.715,3180.856159632183,6
2021-10-01,sector 23,24,2696,66448,17911.67,112,746.32,251.0,32041.0,10.06,10653.0,30860.3708,28669.123,10,2021,0,0,2.1531821646161164,344.0,25510.0,15.15,10592.345714285713,4076.8876942460947,7
2021-12-01,sector 23,15,1823,65553,11947.36,122,796.49,233.0,29728.0,11.22,15938.0,34572.66811,47626.937,12,2021,1,0,1.8960931737009639,251.0,10653.0,10.06,11507.26125,4576.368243932042,8
2022-03-01,sector 23,15,1985,60591,12029.53,132,801.97,212.0,26674.0,16.34,20089.0,33526.36849,26418.175,3,2022,0,0,1.8072640351153044,233.0,15938.0,11.22,11556.16111111111,4283.313411812298,9
2022-11-01,sector 23,11,1660,88697,14720.12,151,1338.19,526.0,70287.0,16.12,14137.0,33310.55608,13586.117,11,2022,0,0,2.662729489924504,212.0,20089.0,16.34,11603.498,4041.120039529195,10
2023-04-01,sector 23,24,3830,88564,33923.89,160,1413.5,418.0,57635.0,16.95,30519.0,33288.61257,19815.3,4,2023,0,0,2.6604893734686526,526.0,14137.0,16.12,11886.827272727272,3947.228939537434,11
2023-06-01,sector 23,35,5381,83494,44929.91,154,1283.71,560.0,80441.0,18.41,22011.0,33149.09639,21343.25,6,2023,0,0,2.518741356255714,418.0,30519.0,16.95,13723.249166666666,7391.450541528562,12
2023-10-01,sector 23,31,4798,78655,37735.8,155,1217.28,564.0,79865.0,19.31,21576.0,34771.9581,20527.64,10,2023,0,0,2.262023892177645,560.0,22011.0,18.41,16123.761538461538,11180.01437514121,13
2023-12-01,sector 23,38,5028,76310,38365.37,132,1009.62,591.0,81717.0,19.14,24068.6,33990.39684,21339.508,12,2023,1,0,2.2450458686671806,564.0,21576.0,19.31,17667.47857142857,12195.932461001943,14
2024-02-01,sector 23,18,2437,80306,19569.51,135,1087.2,619.0,93859.0,23.17,8437.0,30780.73696,13674.388,2,2024,0,1,2.6089693727722887,591.0,24068.6,19.14,19047.338,12910.32953176542,15
2019-04-01,sector 24,43,4555,44936,18270.06,99,445.61,430.0,58634.0,7.35,10642.2,35274.11336,27260.75556,4,2019,0,0,1.2739087030024785,,,,,,0
2020-05-01,sector 24,98,9046,47557,40444.27,89,421.29,498.0,52845.0,11.0,26876.0,31404.53377,9700.726667,5,2020,0,0,1.5143354888914182,430.0,10642.2,7.35,18270.06,,1
2020-07-01,sector 24,116,10550,46007,46461.43,89,407.56,747.0,74382.0,7.5,36402.0,37792.77409,24357.52,7,2020,0,0,1.217349112569471,498.0,26876.0,11.0,29357.165,15679.53425845455,2
2021-07-01,sector 24,44,4627,45497,19046.02,100,453.48,301.0,30033.0,5.67,24774.0,35270.50114,43743.72889,7,2021,0,0,1.2899448130721967,747.0,36402.0,7.5,35058.58666666666,14847.306972795883,3
2021-08-01,sector 24,19,2471,58733,12822.03,121,712.34,284.0,28277.0,5.69,16403.0,34833.29794,41090.57889,8,2021,0,0,1.6861165457593765,301.0,24774.0,5.67,31055.445,14527.981818198286,4
2021-12-01,sector 24,538,51984,60296,311709.75,96,580.47,604.0,59850.0,4.91,15625.0,32695.1245,111295.8,12,2021,1,0,1.8441893377711407,284.0,16403.0,5.69,27408.762,14992.937547221025,5
2022-01-01,sector 24,54,5757,61354,33457.58,103,631.28,682.0,67810.0,5.47,12261.0,34011.0957,50385.77667,1,2022,0,0,1.8039407063266122,604.0,15625.0,4.91,74792.26,116837.51896258291,6
2022-09-01,sector 24,58,5831,58921,34355.14,101,592.33,713.0,74183.0,7.41,14699.0,34823.50154,45632.30111,9,2022,0,0,1.6919895298960796,682.0,12261.0,5.47,68887.30571428571,107795.72159223774,7
2023-12-01,sector 24,79,9615,69129,66465.02,122,841.33,1258.0,155169.0,21.32,20899.1,43314.19689,40337.98556,12,2023,1,0,1.59598942064097,713.0,14699.0,7.41,64570.785,100543.46410657532,8
2024-01-01,sector 24,36,4671,74989,35029.07,130,973.03,1228.0,151602.0,21.15,15052.0,39475.47863,30218.78333,1,2024,0,0,1.8996349785360411,1258.0,20899.1,21.32,64781.25555555556,94051.91828678577,9
2019-02-01,sector 25,31,6279,18222,11441.86,203,369.09,681.0,146267.0,14.46,8847.0,23039.0625,5038.746667,2,2019,0,1,0.7909175991861648,,,,,,0
2019-06-01,sector 25,35,6691,18467,11777.25,188,346.39,539.0,122649.0,18.34,24907.6,23407.19857,6937.103333,6,2019,0,0,0.7889453299921315,681.0,8847.0,14.46,11441.86,,1
2020-07-01,sector 25,228,21689,27699,60078.46,95,263.5,2516.0,251263.0,20.46,32148.0,26320.61569,7148.7,7,2020,0,0,1.052368999503446,539.0,24907.6,18.34,11609.555,237.15654334215577,2
2021-01-01,sector 25,223,21572,26204,54047.63,94,245.67,2661.0,259771.0,5.71,34589.0,27377.71094,5631.173333,1,2021,0,0,0.9571289600298483,2516.0,32148.0,20.46,27765.85666666667,27984.037811688886,3
2021-03-01,sector 25,257,24665,24400,59439.3,95,232.18,2335.0,231085.0,5.72,31872.0,25070.40038,4584.77,3,2021,0,0,0.9732592870541145,2661.0,34589.0,5.71,34336.3,26358.183116764074,4
2021-06-01,sector 25,131,15261,25263,37999.5,116,292.3,1025.0,138807.0,6.51,15871.0,23970.69929,2767.193333,6,2021,0,0,1.0539116816896166,2335.0,31872.0,5.72,39356.9,25438.110871537807,5
2022-02-01,sector 25,226,19759,26418,52198.43,87,230.97,1472.0,176150.0,7.97,12284.0,23532.56705,5802.853333,2,2022,0,1,1.1226144578221864,1025.0,15871.0,6.51,39130.666666666664,22759.285509364887,6
2022-04-01,sector 25,104,9931,27468,27279.0,95,262.3,1271.0,155735.0,8.12,17726.0,27435.38152,8771.47,4,2022,0,0,1.0011889202261037,1472.0,12284.0,7.97,40997.49,21355.314005007433,7
2023-02-01,sector 25,131,13046,25548,33330.08,100,254.43,2283.0,277255.0,21.48,15310.0,19535.53656,9974.73,2,2023,0,1,1.30777058114241,1271.0,17726.0,8.12,39282.67875,20357.40989843357,8
2023-04-01,sector 25,248,24040,26062,62650.89,97,252.62,2788.0,332749.0,20.43,19022.0,21037.38111,27465.17333,4,2023,0,0,1.238842414068906,2283.0,15310.0,21.48,38621.27888888889,19145.70888052297,9
2023-05-01,sector 25,161,17174,24986,42909.64,107,266.52,2659.0,319317.0,17.58,25266.0,27598.03386,22235.67667,5,2023,0,0,0.9053543497609144,2788.0,19022.0,20.43,41024.240000000005,19584.98670307891,10
2023-10-01,sector 25,199,22993,23807,54739.21,116,275.07,2233.0,261913.0,16.11,18229.0,23451.69175,19972.70333,10,2023,0,0,1.0151506447290737,2659.0,25266.0,17.58,41195.64,18588.64414915192,11
2019-01-01,sector 26,52,5765,45354,26146.7,111,502.82,2160.0,239551.0,66.02,,,,1,2019,0,0,,,,,,,0
2019-04-01,sector 26,53,6102,45992,28064.39,115,529.52,2072.0,229327.0,55.29,,,,4,2019,0,0,,2160.0,,66.02,26146.7,,1
2019-05-01,sector 26,67,7748,46596,36102.84,116,538.85,2008.0,221865.0,40.97,,,,5,2019,0,0,,2072.0,,55.29,27105.545,1356.0116032136307,2
2019-07-01,sector 26,62,7032,46864,31573.98,114,535.15,1794.0,200398.0,30.39,,,,7,2019,0,0,,2008.0,,40.97,30104.64333333333,5282.343814352993,3
2019-11-01,sector 26,68,7262,46502,31460.14,107,499.37,1623.0,181013.0,21.5,,,,11,2019,0,0,,1794.0,,30.39,30471.977499999997,4375.139046402792,4
2021-04-01,sector 26,154,19154,49335,94493.24,124,613.59,690.0,76339.0,6.89,,,,4,2021,0,0,,1623.0,,21.5,30669.609999999997,3814.66568414586,5
2022-01-01,sector 26,160,14681,49145,70971.97,91,446.36,33.0,4246.0,0.75,,,,1,2022,0,0,,690.0,,6.89,41306.88166666666,26278.330055166305,6
2022-03-01,sector 26,8,813,51477,4185.26,102,523.16,22.0,2978.0,0.55,,,,3,2022,0,0,,33.0,,0.75,45544.75142857143,26479.72128955063,7
2022-12-01,sector 26,12,1160,55920,6483.93,97,540.33,197.0,19830.0,33.08,,,,12,2022,1,0,,22.0,,0.55,40374.815,28545.29089825,8
2023-08-01,sector 26,32,3349,53188,17810.54,105,556.58,103.0,11184.0,2.92,,,,8,2023,0,0,,197.0,,33.08,36609.16111111111,28993.115929572596,9
2019-02-01,sector 27,1,212,20326,430.51,212,430.51,85.0,12805.0,24.88,2947.0,20695.22472,3915.987143,2,2019,0,1,0.9821589412535744,,,,,,0
2019-11-01,sector 27,1,88,20865,183.8,88,183.8,64.0,9676.0,22.07,6000.0,17196.90456,9440.842857,11,2019,0,0,1.213299749801019,85.0,2947.0,24.88,430.51,,1
2020-03-01,sector 27,3,345,23935,826.15,115,275.38,60.0,9188.0,31.02,4387.0,18248.75208,5148.882857,3,2020,0,0,1.3115965352081216,64.0,6000.0,22.07,307.155,174.4503139865331,2
2020-04-01,sector 27,1,412,46897,1930.39,412,1930.39,59.0,9092.0,33.53,5620.0,19971.57072,6726.374286,4,2020,0,0,2.3481878645146446,60.0,4387.0,31.02,480.15333333333336,324.0396982367027,3
2021-04-01,sector 27,35,4259,39956,17015.08,122,486.15,573.0,70083.0,19.93,7533.0,18618.38853,36696.08714,4,2021,0,0,2.1460503918273317,59.0,5620.0,33.53,842.7125000000001,771.8793610565061,4
2021-12-01,sector 27,64,7949,44297,35210.44,124,550.16,311.0,36440.0,7.72,5178.0,17288.81469,48252.68429,12,2021,1,0,2.562176805887206,573.0,7533.0,19.93,4077.186,7263.328604849846,5
2022-01-01,sector 27,23,2722,45135,12284.58,118,534.11,291.0,34051.0,7.72,2119.0,15980.39216,32183.84,1,2022,0,0,2.824398772451652,311.0,5178.0,7.72,9266.061666666666,14274.14929312345,6
2022-06-01,sector 27,15,1680,41084,6902.23,112,460.15,259.0,31053.0,10.79,4114.0,18700.0,46743.39429,6,2022,0,0,2.1970053475935827,291.0,2119.0,7.72,9697.278571428571,13080.306488559341,7
2022-08-01,sector 27,15,1883,39065,7355.75,126,490.38,234.0,27995.0,13.48,2953.0,19212.75211,32741.06571,8,2022,0,0,2.0332849649201035,259.0,4114.0,10.79,9347.897500000001,12150.263174456935,8
2022-11-01,sector 27,5,549,39943,2192.62,110,438.52,247.0,30556.0,22.87,1342.3,16290.04854,15324.98,11,2022,0,0,2.4519877827202596,234.0,2953.0,13.48,9126.547777777778,11384.91302572156,9
2023-01-01,sector 27,5,701,32219,2259.38,140,451.88,245.0,29897.0,28.33,3602.0,16477.58463,15625.02286,1,2023,0,0,1.9553229871652613,247.0,1342.3,22.87,8433.155,10955.47238096433,10
2023-02-01,sector 27,5,601,34861,2093.76,120,418.75,243.0,29659.0,35.24,3361.0,18630.8204,26362.99429,2,2023,0,1,1.8711468014580828,245.0,3602.0,28.33,7871.902727272728,10558.654404379464,11
2023-08-01,sector 27,10,1141,32075,3660.41,114,366.04,163.0,20618.0,13.92,2501.0,19600.31348,17613.03286,8,2023,0,0,1.6364534186011397,243.0,3361.0,35.24,7390.390833333334,10204.528928773341,12
2023-12-01,sector 27,10,1055,34150,3603.04,106,360.3,111.0,13943.0,9.38,3212.8,19746.7732,28746.87714,12,2023,1,0,1.7293964767874075,163.0,2501.0,13.92,7103.469230769231,9824.7097589814,13
2024-02-01,sector 27,4,363,37358,1355.01,91,338.75,97.0,12320.0,7.89,1377.0,18888.88889,10591.72571,2,2024,0,1,1.9777764704718956,111.0,3212.8,9.38,6853.438571428572,9485.522784140257,14
2024-05-01,sector 27,62,4313,27396,11816.03,70,190.58,184.0,18089.0,9.56,2216.8,16781.22634,21367.84857,5,2024,0,0,1.632538614576603,97.0,1377.0,7.89,6486.876666666667,9250.073569802154,15
2020-11-01,sector 28,1,168,14238,239.71,168,239.71,221.0,19620.0,56.29,20325.0,28618.69896,23005.12,11,2020,0,0,0.49750689295485706,,,,,,0
2021-01-01,sector 28,57,8542,52095,44497.63,150,780.66,379.0,46612.0,2.64,28081.0,30155.71306,84737.618,1,2021,0,0,1.7275333498613679,221.0,20325.0,56.29,239.71,,1
2022-03-01,sector 28,214,24919,54136,134902.36,116,630.38,951.0,112068.0,3.52,11987.0,30704.40574,23471.008,3,2022,0,0,1.7631345956803397,379.0,28081.0,2.64,22368.67,31295.075353211723,2
2023-08-01,sector 28,99,12403,54345,67406.03,125,680.87,1145.0,135764.0,5.11,9553.0,30826.07293,15553.05,8,2023,0,0,1.7629556681905898,951.0,11987.0,3.52,59879.899999999994,68636.49174470021,3
2023-10-01,sector 28,183,23812,57507,136939.04,130,748.3,811.0,92486.0,3.85,9943.0,26621.15127,61063.29,10,2023,0,0,2.160199587791907,1145.0,9553.0,5.11,61761.432499999995,56167.65965281466,4
2019-06-01,sector 29,2,346,39616,1369.24,173,684.62,80.0,7923.0,18.6,34319.0,28236.79447,12228.45143,6,2019,0,0,1.402992115202374,,,,,,0
2019-11-01,sector 29,2,335,54238,1818.32,168,909.16,74.0,6655.0,19.82,33510.0,27299.389,12772.39857,11,2019,0,0,1.9867843928668147,80.0,34319.0,18.6,1369.24,,1
2019-12-01,sector 29,2,192,31732,608.08,96,304.04,76.0,6838.0,22.42,50861.0,30576.53,14830.39429,12,2019,1,0,1.0377894417711886,74.0,33510.0,19.82,1593.78,317.5475132952547,2
2021-03-01,sector 29,60,6370,50888,32416.0,106,540.27,887.0,89111.0,17.82,72221.0,33584.91443,28230.59143,3,2021,0,0,1.5152040987349928,76.0,50861.0,22.42,1265.2133333333334,611.7894857982877,3
2022-07-01,sector 29,81,8522,49033,41788.27,105,515.9,1942.0,187395.0,20.68,36294.0,28695.44592,29883.08857,7,2022,0,0,1.7087380393634253,887.0,72221.0,17.82,9052.91,15583.40148164065,4
2023-04-01,sector 29,72,7299,40442,29520.41,101,410.01,1665.0,160657.0,24.0,53496.0,31991.38859,22480.86286,4,2023,0,0,1.2641526917853616,1942.0,36294.0,20.68,15599.982,19911.116497309235,5
2023-08-01,sector 29,53,5268,43815,23081.63,99,435.5,1776.0,177896.0,24.63,37709.0,28615.1161,12938.01,8,2023,0,0,1.5311837228575844,1665.0,53496.0,24.0,17920.053333333333,18693.80737265864,6
2024-03-01,sector 29,47,5277,40329,21281.94,112,452.81,1571.0,154411.0,29.62,36082.7,27410.1337,26400.80143,3,2024,0,0,1.4713171574205055,1776.0,37709.0,24.63,18657.42142857143,17176.185365019624,7
2024-04-01,sector 29,57,6391,41755,26685.47,112,468.17,1533.0,151142.0,29.79,35555.0,28894.75823,22864.98571,4,2024,0,0,1.4450717901023253,1571.0,36082.7,29.62,18985.486249999998,15929.10699531067,8
2022-11-01,sector 3,15,2233,85110,19006.4,149,1267.09,705.0,97719.0,43.36,,,,11,2022,0,0,,,,,,,0
2023-02-01,sector 3,10,1586,84129,13339.64,159,1333.96,659.0,90591.0,32.99,,,,2,2023,0,1,,705.0,,43.36,19006.4,,1
2023-03-01,sector 3,23,3419,88783,30355.87,149,1319.82,635.0,87032.0,33.38,,,,3,2023,0,0,,659.0,,32.99,16173.02,4007.0044233566814,2
2023-07-01,sector 3,11,1655,86871,14374.48,150,1306.77,888.0,122161.0,41.55,,,,7,2023,0,0,,635.0,,33.38,20900.63666666667,8664.8208443818,3
2024-07-01,sector 3,8,1183,79682,9428.29,148,1178.54,738.0,99227.0,105.5,,,,7,2024,0,0,,888.0,,41.55,19269.0975,7791.047879005644,4
2019-01-01,sector 30,22,5307,50382,26737.4,241,1215.34,428.0,120244.0,33.75,3047.1,22372.2467,18561.01143,1,2019,0,0,2.2519866098204613,,,,,,0
2019-03-01,sector 30,6,1743,51927,9051.05,291,1508.51,413.0,115606.0,35.59,17388.1,33928.0,28942.17429,3,2019,0,0,1.530505776939401,428.0,3047.1,33.75,26737.4,,1
2020-01-01,sector 30,21,3481,37086,12909.8,166,614.75,503.0,119561.0,17.63,21334.0,25614.11934,17202.87143,1,2020,0,0,1.4478733197000868,413.0,17388.1,35.59,17894.225,12506.138019438695,2
2020-08-01,sector 30,31,6225,46259,28797.52,201,928.95,360.0,101467.0,20.79,102589.0,28686.59471,22908.94286,8,2020,0,0,1.6125650488544863,503.0,21334.0,17.63,16232.75,9299.636638466041,3
2022-12-01,sector 30,10,2460,82455,20284.07,246,2028.41,646.0,166477.0,64.63,32483.6,29804.20222,46017.54571,12,2022,1,0,2.766556185310972,360.0,102589.0,20.79,19373.9425,9855.143616062884,4
2023-02-01,sector 30,19,4180,91229,38136.17,220,2007.17,623.0,161575.0,63.97,46909.0,27822.65718,38412.92429,2,2023,0,1,3.2789463425362166,646.0,32483.6,64.63,19555.968,8544.504560427715,5
2024-04-01,sector 30,13,2412,92487,22306.29,186,1715.87,439.0,113033.0,34.72,45507.0,25669.56227,63772.26429,4,2024,0,0,3.60298313727342,623.0,46909.0,63.97,22652.668333333335,10767.737193734656,6
2019-06-01,sector 31,310,40057,14972,59973.87,129,193.46,2225.0,264962.0,9.32,702.0,12740.47187,97508.83,6,2019,0,0,1.1751527064907683,,,,,,0
2019-09-01,sector 31,306,33115,16024,53062.65,108,173.41,2451.0,290223.0,10.41,745.0,10419.58042,70369.7225,9,2019,0,0,1.537873825441428,2225.0,702.0,9.32,59973.87,,1
2019-10-01,sector 31,279,30356,16064,48764.54,109,174.78,2325.0,278483.0,9.18,460.0,10697.67442,70953.3525,10,2019,0,0,1.5016347824128304,2451.0,745.0,10.41,56518.26,4886.9705282720915,2
2020-02-01,sector 31,32,3273,14533,4756.41,102,148.64,2002.0,245040.0,10.43,0.0,12920.77351,8625.4,2,2020,0,1,1.1247778616932045,2325.0,460.0,9.18,53933.68666666667,5655.201005997342,3
2020-04-01,sector 31,319,34269,16297,55848.26,107,175.07,1885.0,232585.0,10.76,2049.0,12328.51986,95626.435,4,2020,0,0,1.3218942894252677,2002.0,0.0,10.43,41639.3675,25018.43321832175,4
2020-11-01,sector 31,310,33532,17220,57741.4,108,186.26,2036.0,247605.0,3.93,10235.0,12578.34583,97375.7775,11,2020,0,0,1.3690194428371827,1885.0,2049.0,10.76,44481.146,22579.194532578662,5
2021-05-01,sector 31,644,60001,16292,97752.44,93,151.79,1918.0,222032.0,4.39,2361.0,12107.69231,95565.235,5,2021,0,0,1.3455908510777146,2036.0,10235.0,3.93,46691.18833333333,20908.413217716374,6
2022-01-01,sector 31,151,14413,14069,20277.64,95,134.29,2997.0,327449.0,11.59,3685.0,11765.64496,45360.925,1,2022,0,0,1.195769551761147,1918.0,2361.0,4.39,53985.65285714286,27143.432751946784,7
2022-03-01,sector 31,148,14507,15075,21869.14,98,147.76,3067.0,333689.0,16.46,889.0,11590.61278,49553.625,3,2022,0,0,1.3006214844837565,2997.0,3685.0,11.59,49772.15125,27812.630773463054,8
2022-11-01,sector 31,64,5888,14255,8393.77,92,131.15,2431.0,264336.0,19.29,2729.0,11578.27747,32458.2525,11,2022,0,0,1.2311848663961928,3067.0,889.0,16.46,46671.816666666666,27628.939492511745,9
2023-11-01,sector 31,77,7132,12690,9050.56,93,117.54,1750.0,193830.0,25.52,8070.8,12355.7869,29080.5575,11,2023,0,0,1.0270491149373902,2431.0,2729.0,19.29,42844.012,28723.885435877928,10
2023-12-01,sector 31,78,6825,13063,8915.81,88,114.31,1696.0,186634.0,24.37,7215.3,11364.46685,34324.17,12,2023,1,0,1.1494599942451325,1750.0,8070.8,25.52,39771.88,29092.49697705166,11
2024-04-01,sector 31,76,7130,11726,8360.53,94,110.01,1698.0,190214.0,32.57,8319.0,11558.98291,30971.715,4,2024,0,0,1.0144491164404705,1696.0,7215.3,24.37,37200.54083333333,29133.687839029382,12
2023-02-01,sector 32,26,4934,116788,57624.22,190,2216.32,180.0,39675.0,2.74,,,,2,2023,0,1,,,,,,,0
2023-05-01,sector 32,8,1846,126369,23324.74,231,2915.59,148.0,36433.0,2.81,,,,5,2023,0,0,,180.0,,2.74,57624.22,,1
2023-07-01,sector 32,24,5246,121302,63633.05,219,2651.38,109.0,26277.0,3.47,,,,7,2023,0,0,,148.0,,2.81,40474.48,24253.394899172363,2
2023-12-01,sector 32,107,19411,139653,271080.74,181,2533.46,137.0,28744.0,4.26,,,,12,2023,1,0,,109.0,,3.47,48194.003333333334,21745.95832676117,3
2024-03-01,sector 32,35,7516,121920,91638.97,215,2618.26,166.0,31276.0,4.62,,,,3,2024,0,0,,137.0,,4.26,103915.6875,112848.9350762565,4
2019-03-01,sector 33,5,1095,82207,9001.87,219,1800.37,219.0,31110.0,57.25,41868.1,56464.05934,8120.103333,3,2019,0,0,1.455917285453887,,,,,,0
2019-09-01,sector 33,2,598,90061,5381.8,299,2690.9,67.0,19592.0,19.59,50081.0,51502.46812,7587.673333,9,2019,0,0,1.7486734769712238,219.0,41868.1,57.25,9001.87,,1
2020-12-01,sector 33,15,3443,89762,30904.71,230,2060.31,32.0,9020.0,7.34,57437.0,62438.30851,18881.50833,12,2020,1,0,1.4376110138477547,67.0,50081.0,19.59,7191.835000000001,2559.7760453699857,2
2022-09-01,sector 33,5,396,88030,3482.2,79,696.44,37.0,5515.0,13.94,32248.0,69246.2959,17082.82167,9,2022,0,0,1.2712593338873452,32.0,57437.0,7.34,15096.126666666669,13809.768533774683,3
2023-04-01,sector 33,2,134,38487,515.65,67,257.82,35.0,5151.0,18.02,37120.0,74733.23938,12393.885,4,2023,0,0,0.5149917268312584,37.0,32248.0,13.94,12192.645,12683.084317006647,4
2024-04-01,sector 33,1,75,87086,650.53,75,650.53,1894.0,156551.0,61.98,30982.0,65570.37037,23481.68,4,2024,0,0,1.3281303660264805,35.0,37120.0,18.02,9857.246000000001,12162.06862709753,5
2019-01-01,sector 34,18,2849,37633,10721.18,158,595.62,334.0,51322.0,23.42,5381.2,27954.28571,5767.451667,1,2019,0,0,1.3462336469766303,,,,,,0
2019-02-01,sector 34,6,710,42998,3054.84,118,509.14,329.0,50784.0,22.81,10091.3,24357.47043,4707.741667,2,2019,0,1,1.7652900420661621,334.0,5381.2,23.42,10721.18,,1
2019-06-01,sector 34,53,6037,43577,26305.88,114,496.34,296.0,45896.0,12.97,26567.9,25764.06129,8813.021667,6,2019,0,0,1.6913870646982923,329.0,10091.3,22.81,6888.01,5420.921000881677,2
2019-09-01,sector 34,43,4935,44250,21837.33,115,507.84,315.0,49364.0,11.81,20409.0,22957.25534,11899.30333,9,2019,0,0,1.9274952229546445,296.0,26567.9,12.97,13360.633333333333,11848.111693199611,3
2019-12-01,sector 34,55,5986,44155,26432.01,109,480.58,302.0,47583.0,9.88,19871.0,24696.74372,15278.64,12,2019,1,0,1.7878875247930865,315.0,20409.0,11.81,15479.8075,10561.664817838066,4
2020-02-01,sector 34,16,1904,44812,8531.7,119,533.23,274.0,44141.0,11.58,1108.0,25011.28668,2101.746667,2,2020,0,1,1.7916711192564683,302.0,19871.0,9.88,17670.248,10375.534719399768,5
2020-04-01,sector 34,13,2135,37437,7992.97,164,614.84,249.0,40747.0,14.86,21326.0,26690.86358,6134.59,4,2020,0,0,1.402614789431253,274.0,1108.0,11.58,16147.156666666668,10002.010789277658,6
2021-01-01,sector 34,119,16783,41049,68893.08,141,578.93,293.0,44300.0,4.83,28929.0,27441.66192,64066.65833,1,2021,0,0,1.4958642125855621,249.0,21326.0,14.86,14982.272857142858,9636.676288284798,7
2022-04-01,sector 34,7,1102,51879,5716.93,157,816.7,68.0,12172.0,5.5,12727.0,23936.43032,48052.39667,4,2022,0,0,2.1673657812147824,293.0,28929.0,4.83,21721.12375,21045.09245560992,8
2022-09-01,sector 34,15,2231,45765,10211.43,149,680.76,456.0,66163.0,37.36,13155.0,24506.33383,60202.15333,9,2022,0,0,1.8674763968152475,68.0,12727.0,5.5,19942.88,20395.913424427697,9
2022-12-01,sector 34,29,4119,44461,18312.0,142,631.45,655.0,91616.0,30.75,11134.0,24416.66667,41357.30667,12,2022,1,0,1.8209283273964605,456.0,13155.0,37.36,18969.735,19474.134647801282,10
2023-01-01,sector 34,8,1057,44532,4707.72,132,588.47,644.0,90106.0,29.8,8438.0,23348.09076,24622.02167,1,2023,0,0,1.9073079875247154,655.0,11134.0,30.75,18909.94090909091,18475.850641283312,11
2023-07-01,sector 34,35,4753,48016,22824.39,136,652.13,468.0,67780.0,10.08,14470.5,24459.93915,32347.11333,7,2023,0,0,1.9630465842757423,644.0,8438.0,29.8,17726.4225,18086.82357670865,12
2019-02-01,sector 35,14,1475,17395,2566.51,105,183.32,624.0,65078.0,27.54,0.0,5295.550396,25502.8025,2,2019,0,1,3.2848332466327457,,,,,,0
