month,sector,num_new_house_transactions,amount_new_house_transactions,area_per_unit_new_house_transactions,num_new_house_available_for_sale,period_new_house_sell_through,amount_pre_owned_house_transactions,is_december,is_february,year,num_new_house_available_for_sale_lag1,amount_pre_owned_house_transactions_lag1,period_new_house_sell_through_lag1,sector_historical_mean,sector_historical_std,month_historical_mean,sector_month_avg,months_since_start
2021-06-01,sector 26,46,26272.51,118,460.0,4.84,,0,0,2021,487.0,,5.11,36877.7251724138,20486.936274196894,30567.167549019607,56600.505,29
2021-07-01,sector 26,50,30277.07,124,413.0,4.96,,0,0,2021,460.0,,4.84,36524.218,20223.517541260855,22099.84297029703,42662.284999999996,30
2021-08-01,sector 26,12,6411.68,106,382.0,4.91,,0,0,2021,413.0,,4.96,36322.697096774195,19915.234635604338,22552.60488372093,46961.115000000005,31
2021-09-01,sector 26,13,9266.81,146,364.0,5.16,,0,0,2021,382.0,,4.91,35387.9778125,20292.385078188534,23733.54095238095,43573.795,32
2021-10-01,sector 26,24,14642.25,122,341.0,7.89,,0,0,2021,364.0,,5.16,34596.42727272728,20483.87081981627,24662.89345238095,37636.05,33
2021-11-01,sector 26,109,45033.39,85,233.0,5.09,,0,0,2021,341.0,,7.89,34009.53970588236,20459.350068542713,24230.09130952381,49792.86,34
2021-12-01,sector 26,39,18797.22,98,195.0,4.54,,1,0,2021,233.0,,5.09,34324.50685714286,20242.179533515824,34675.195581395354,25639.449999999997,35
2022-01-01,sector 26,160,70971.97,91,33.0,0.75,,0,0,2022,195.0,,4.54,33893.19333333333,20118.05003715775,17269.02049019608,36540.70333333333,36
2022-02-01,sector 26,6,4163.88,140,27.0,0.61,,0,1,2022,33.0,,0.75,34895.32243243243,20752.13226223545,13590.176767676769,11515.083333333334,37
2022-03-01,sector 26,8,4185.26,102,22.0,0.55,,0,0,2022,27.0,,0.61,34086.600263157896,21068.10328861086,25147.570582524273,24151.876666666667,38
2022-05-01,sector 26,2,1899.5,192,20.0,0.64,,0,0,2022,22.0,,0.55,33319.89923076923,21333.300432920827,24676.137843137254,33075.083333333336,39
2022-06-01,sector 26,1,673.14,132,21.0,0.85,,0,0,2022,20.0,,0.64,32534.38925,21636.110206801342,30525.471844660195,46491.17333333333,40
2022-07-01,sector 26,2,1080.94,105,20.0,6.02,,0,0,2022,21.0,,0.85,31757.285609756098,21935.76363005686,22180.011862745097,38533.88,41
2022-09-01,sector 26,2,1352.46,136,146.0,60.24,,0,0,2022,20.0,,6.02,31026.896428571425,22177.631859307916,23563.34411764706,32138.13333333333,42
2022-10-01,sector 26,4,2288.21,111,214.0,73.99,,0,0,2022,146.0,,60.24,30336.793255813955,22374.430189600436,24545.003529411766,29971.45,43
2022-11-01,sector 26,10,5021.07,91,203.0,51.26,,0,0,2022,214.0,,73.99,29699.325454545455,22513.39562940989,24474.836,48206.369999999995,44
2022-12-01,sector 26,12,6483.93,97,197.0,33.08,,1,0,2022,203.0,,51.26,29150.919777777777,22558.087068241533,34492.69011494253,23358.706666666665,45
2023-01-01,sector 26,13,8735.96,120,310.0,38.23,,0,0,2023,197.0,,33.08,28658.159130434786,22555.011210065328,17790.408349514564,45148.520000000004,46
2023-02-01,sector 26,8,3778.28,84,302.0,38.94,,0,1,2023,310.0,,38.23,28234.28255319149,22496.972426979115,13495.913799999998,9677.2825,47
2023-03-01,sector 26,35,20985.11,108,280.0,21.16,,0,0,2023,302.0,,38.94,27724.7825,22534.545145871416,24946.009903846152,19160.2225,48
2023-04-01,sector 26,52,30821.79,106,220.0,10.34,,0,0,2023,280.0,,21.16,27587.238163265305,22319.351307308854,23065.23254901961,49291.223333333335,49
2023-05-01,sector 26,45,25769.78,102,184.0,6.82,,0,0,2023,220.0,,10.34,27651.9292,22095.164459658372,24455.005436893203,25281.1875,50
2023-06-01,sector 26,36,21158.37,105,147.0,4.76,,0,0,2023,184.0,,6.82,27615.02431372549,21874.684618333155,30238.430192307693,35036.665,51
2023-07-01,sector 26,19,11035.32,104,133.0,4.23,,0,0,2023,147.0,,4.76,27490.857884615387,21677.6644981418,21975.16650485437,29170.644999999997,52
2023-08-01,sector 26,32,17810.54,105,103.0,2.92,,0,0,2023,133.0,,4.23,27180.37603773585,21586.878860188725,22367.077011494253,33444.636666666665,53
2023-09-01,sector 26,17,8865.93,100,89.0,2.82,,0,0,2023,103.0,,2.92,27006.860555555555,21420.243308445,23305.078023255814,24441.715,54
2023-10-01,sector 26,23,12375.39,103,71.0,2.7,,0,0,2023,89.0,,2.82,26677.02545454545,21361.496811539113,24286.203604651164,23050.64,55
2023-11-01,sector 26,11,6680.94,112,74.0,3.4,,0,0,2023,71.0,,2.7,26421.63910714286,21252.51464044216,24248.62941860465,37410.045,56
2023-12-01,sector 26,19,11630.35,107,58.0,3.04,,1,0,2023,74.0,,3.4,26075.31105263158,21223.586215384348,34174.40875,19140.0125,57
2024-01-01,sector 26,9,5617.85,108,51.0,2.91,,0,0,2024,58.0,,3.04,25826.260000000002,21121.92410086766,17703.346346153845,37866.008,58
2024-02-01,sector 26,12,7358.1,106,60.0,4.16,,0,1,2024,51.0,,2.91,25483.744576271187,21103.681560176956,13399.699603960395,8497.482,59
2024-03-01,sector 26,6,3940.01,114,58.0,4.49,,0,0,2024,60.0,,4.16,25181.6505,21054.51162016845,24908.287047619047,19525.2,60
2024-04-01,sector 26,1,592.59,103,54.0,5.68,,0,0,2024,58.0,,4.49,24833.426885245903,21054.716638858583,23140.53893203884,44673.865,61
2024-06-01,sector 26,1,573.8,109,53.0,9.24,,0,0,2024,54.0,,5.68,24442.44564516129,21107.145097813278,30151.95342857143,32261.006,62
2024-07-01,sector 26,14,8287.85,113,43.0,6.24,,0,0,2024,53.0,,9.24,24063.57825396825,21151.09820164768,21869.975673076926,25543.579999999998,63
2019-01-01,sector 27,7,2051.22,132,86.0,19.6,3067.7,0,0,2019,,,,,,17588.246380952383,,0
2019-02-01,sector 27,1,430.51,212,85.0,24.88,2947.0,0,1,2019,86.0,3067.7,19.6,2051.22,,13340.468235294118,,1
2019-03-01,sector 27,4,1155.67,107,81.0,27.57,3680.7,0,0,2019,85.0,2947.0,24.88,1240.8649999999998,1146.0150313368492,24710.473113207547,,2
2019-04-01,sector 27,7,37069.01,2003,77.0,3.62,3819.0,0,0,2019,81.0,3680.7,27.57,1212.4666666666665,811.8464276162906,22923.731730769232,,3
2019-05-01,sector 27,1,182.0,89,77.0,4.32,5530.0,0,0,2019,77.0,3819.0,3.62,10176.6025,17940.521769683615,24467.6475,,4
2019-06-01,sector 27,4,1468.67,159,74.0,4.08,6883.0,0,0,2019,77.0,5530.0,4.32,8177.682000000001,16167.101065217908,29872.91424528302,,5
2019-09-01,sector 27,3,1342.02,172,67.0,2.67,6000.0,0,0,2019,74.0,6883.0,4.08,7059.513333333333,14717.402368796837,23139.1108045977,,6
2019-10-01,sector 27,3,1051.0,171,64.0,22.06,6140.0,0,0,2019,67.0,6000.0,2.67,6242.728571428573,13607.776153184655,24149.297701149426,,7
2019-11-01,sector 27,1,183.8,88,64.0,22.07,6000.0,0,0,2019,64.0,6140.0,22.06,5593.762500000001,12731.368576840603,24046.70195402299,,8
2020-02-01,sector 27,2,494.37,120,62.0,27.83,680.0,0,1,2020,64.0,6000.0,22.07,4992.655555555556,12044.863786584629,13215.128834951456,430.51,9
2020-03-01,sector 27,3,826.15,115,60.0,31.02,4387.0,0,0,2020,62.0,680.0,27.83,4542.827,11444.751658605646,24490.33476635514,1155.67,10
2020-04-01,sector 27,1,1930.39,412,59.0,33.53,5620.0,0,0,2020,60.0,4387.0,31.02,4204.947272727273,10915.122366953192,23058.448666666667,37069.01,11
2020-05-01,sector 27,2,711.08,174,65.0,30.47,7165.0,0,0,2020,59.0,5620.0,33.53,4015.4008333333336,10427.85360730966,24236.35561904762,182.0,12
2020-06-01,sector 27,1,392.17,137,65.0,34.58,9926.0,0,0,2020,65.0,7165.0,30.47,3761.2223076923083,10025.883536220266,29607.45401869159,1468.67,13
2020-07-01,sector 27,13,5365.74,127,120.0,31.12,7286.0,0,0,2020,65.0,9926.0,34.58,3520.5757142857146,9674.549684107118,21740.622095238094,,14
2020-08-01,sector 27,11,7814.68,184,231.0,35.29,10713.0,0,0,2020,120.0,7286.0,31.12,3643.586666666667,9334.794765891955,22315.298181818183,,15
2020-09-01,sector 27,10,3902.52,123,223.0,29.0,10743.0,0,0,2020,231.0,10713.0,35.29,3904.28,9078.355761073331,22891.41659090909,1342.02,16
2020-10-01,sector 27,20,7694.0,120,317.0,30.16,6336.0,0,0,2020,223.0,10743.0,29.0,3904.176470588235,8790.080178760418,23886.817045454543,1051.0,17
2020-11-01,sector 27,31,16031.27,118,542.0,35.13,8349.0,0,0,2020,317.0,6336.0,30.16,4114.722222222223,8574.287773286142,23775.532613636366,183.8,18
2020-12-01,sector 27,30,13243.78,115,522.0,26.09,8730.0,1,0,2020,542.0,8349.0,35.13,4741.908947368422,8769.71808203085,33921.104719101124,,19
2021-01-01,sector 27,26,11840.28,119,493.0,22.94,8230.0,0,0,2021,522.0,8730.0,26.09,5167.0025000000005,8744.956185726283,17441.67066037736,2051.22,20
2021-02-01,sector 27,25,10315.89,115,485.0,21.44,2227.0,0,1,2021,493.0,8230.0,22.94,5484.777619047619,8647.031126794853,13092.813846153846,462.44,21
2021-03-01,sector 27,32,13578.92,117,603.0,23.02,7319.0,0,0,2021,485.0,2227.0,21.44,5704.373636363636,8501.265171822562,24271.221944444445,990.9100000000001,22
2021-04-01,sector 27,35,17015.08,122,573.0,19.93,7533.0,0,0,2021,603.0,7319.0,23.02,6046.745217391305,8466.54958028458,22859.127358490565,19499.7,23
2021-05-01,sector 27,24,10986.62,118,301.0,10.83,6303.0,0,0,2021,573.0,7533.0,19.93,6503.759166666667,8577.791966332452,24014.419056603772,446.54,24
2021-06-01,sector 27,24,14017.22,131,300.0,10.96,3846.0,0,0,2021,301.0,6303.0,10.83,6683.0736,8444.914754374317,29336.94212962963,930.4200000000001,25
2021-07-01,sector 27,39,16256.36,117,245.0,7.99,4949.0,0,0,2021,300.0,3846.0,10.96,6965.156153846154,8398.37820933879,21586.1420754717,5365.74,26
2021-08-01,sector 27,22,8715.09,119,364.0,12.07,6911.0,0,0,2021,245.0,4949.0,7.99,7309.274814814816,8427.172410998097,22152.369887640452,7814.68,27
2021-09-01,sector 27,18,8950.27,123,351.0,12.59,4296.0,0,0,2021,364.0,6911.0,12.07,7359.4825,8273.907759560965,22678.05820224719,2622.27,28
2021-10-01,sector 27,32,16859.6,125,343.0,12.39,3024.0,0,0,2021,351.0,4296.0,12.59,7414.33724137931,8130.184460663897,23704.875280898876,4372.5,29
2021-11-01,sector 27,59,30805.47,118,412.0,12.34,2228.0,0,0,2021,343.0,3024.0,12.39,7729.1793333333335,8172.781581307864,23688.518426966293,8107.535,30
2021-12-01,sector 27,64,35210.44,124,311.0,7.72,5178.0,1,0,2021,412.0,2228.0,12.34,8473.575806451614,9041.33781775823,33691.35666666667,13243.78,31
2022-01-01,sector 27,23,12284.58,118,291.0,7.72,2119.0,0,0,2022,311.0,5178.0,7.72,9309.102812500001,10072.149754290129,17389.321214953274,6945.75,32
2022-02-01,sector 27,43,29625.11,133,303.0,7.43,3662.0,0,1,2022,291.0,2119.0,7.72,9399.268787878787,9927.045441854716,13066.366952380953,3746.9233333333327,33
2022-03-01,sector 27,18,9861.99,120,286.0,6.99,5345.0,0,0,2022,303.0,3662.0,7.43,9994.146470588235,10372.650737652382,24173.12743119266,5186.913333333333,34
2022-04-01,sector 27,29,15627.0,120,278.0,6.88,2973.0,0,0,2022,286.0,5345.0,6.99,9990.370571428572,10218.997758009327,22804.510093457946,18671.493333333336,35
2022-05-01,sector 27,12,6304.59,126,268.0,8.16,3405.0,0,0,2022,278.0,2973.0,6.88,10146.943611111112,10115.671241297734,23892.663925233646,3959.9,36
2022-06-01,sector 27,15,6902.23,112,259.0,10.79,4114.0,0,0,2022,268.0,3405.0,8.16,10043.096216216216,9994.168891618017,29196.394220183487,5292.6866666666665,37
2022-07-01,sector 27,15,7248.74,116,252.0,11.12,2155.0,0,0,2022,259.0,4114.0,10.79,9960.441842105263,9871.345728635923,21536.33102803738,10811.05,38
2022-08-01,sector 27,15,7355.75,126,234.0,13.48,2953.0,0,0,2022,252.0,2155.0,11.12,9890.911025641026,9750.267257234487,22003.066777777778,8264.885,39
2022-09-01,sector 27,10,4716.7,117,231.0,14.45,4053.0,0,0,2022,234.0,2953.0,13.48,9827.532000000001,9632.795751634023,22525.527222222223,4731.6033333333335,40
2022-10-01,sector 27,9,4624.73,111,250.0,20.62,2411.0,0,0,2022,231.0,4053.0,14.45,9702.877560975609,9545.054899726292,23628.816666666666,8534.866666666667,41
2022-11-01,sector 27,5,2192.62,110,247.0,22.87,1342.3,0,0,2022,250.0,2411.0,20.62,9581.969285714285,9460.439470712325,23767.595666666664,15673.513333333334,42
2022-12-01,sector 27,9,4198.04,115,291.0,27.93,3603.0,1,0,2022,247.0,1342.3,22.87,9410.123953488372,9414.81756622535,33708.04989010989,24227.11,43
2023-01-01,sector 27,5,2259.38,140,245.0,28.33,3602.0,0,0,2023,291.0,3603.0,27.93,9291.6675,9337.817067224265,17342.055092592593,8725.36,44
2023-02-01,sector 27,5,2093.76,120,243.0,35.24,3361.0,0,1,2023,245.0,3602.0,28.33,9135.394444444444,9290.429699926439,13222.581509433961,10216.47,45
2023-03-01,sector 27,11,4439.16,107,228.0,33.11,2530.0,0,0,2023,243.0,3361.0,35.24,8982.31543478261,9245.1048736677,24043.026181818183,6355.6825,46
2023-04-01,sector 27,5,2447.61,131,225.0,34.92,4189.0,0,0,2023,228.0,2530.0,33.11,8885.652553191489,9168.044090443926,22738.051666666666,17910.370000000003,47
2023-05-01,sector 27,19,7276.98,115,206.0,23.9,1869.0,0,0,2023,225.0,4189.0,34.92,8751.526666666667,9117.46555885037,23729.811388888887,4546.0725,48
2023-06-01,sector 27,29,10534.65,109,176.0,15.69,2168.0,0,0,2023,206.0,1869.0,23.9,8721.43387755102,9024.450919170655,28993.72,5695.0725,49
2023-07-01,sector 27,5,1990.13,115,173.0,15.65,1785.0,0,0,2023,176.0,2168.0,15.69,8757.6982,8935.570158131408,21404.03851851852,9623.613333333333,50
2023-08-01,sector 27,10,3660.41,114,163.0,13.92,2501.0,0,0,2023,173.0,1785.0,15.65,8625.000784313726,8896.379296123305,21842.107252747253,7961.84,51
2023-09-01,sector 27,18,7099.52,139,145.0,10.64,2286.5,0,0,2023,163.0,2501.0,13.92,8529.527884615385,8835.591357865173,22329.825824175823,4727.8775000000005,52
2023-10-01,sector 27,19,6784.97,122,127.0,8.03,3602.0,0,0,2023,145.0,2286.5,10.64,8502.546603773586,8752.425758158517,23419.98054945055,7557.3324999999995,53
2023-11-01,sector 27,11,5386.28,121,116.0,8.04,3715.0,0,0,2023,127.0,3602.0,8.03,8470.73962962963,8672.612698956294,23530.50802197802,12303.29,54
2023-12-01,sector 27,10,3603.04,106,111.0,9.38,3212.8,1,0,2023,116.0,3715.0,8.04,8414.658545454546,8601.9959954931,33387.28891304348,17550.753333333334,55
2024-01-01,sector 27,16,7129.78,113,98.0,7.36,2641.0,0,0,2024,111.0,3212.8,9.38,8328.736785714285,8547.65501712096,17203.681926605506,7108.865,56
2024-02-01,sector 27,4,1355.01,91,97.0,7.89,1377.0,0,1,2024,98.0,2641.0,7.36,8307.702456140352,8472.481319970615,13118.5738317757,8591.928,57
2024-03-01,sector 27,14,4553.97,92,95.0,8.91,4067.0,0,0,2024,97.0,1377.0,7.89,8187.828448275862,8447.309453773838,23866.414774774774,5972.378,58
2024-04-01,sector 27,35,7479.27,72,201.0,13.94,4249.0,0,0,2024,95.0,4067.0,8.91,8126.237627118644,8387.523805754663,22551.900825688073,14817.818,59
2024-05-01,sector 27,62,11816.03,70,184.0,9.56,2216.8,0,0,2024,201.0,4249.0,13.94,8115.454833333334,8316.558748210642,23578.867981651376,5092.254,60
2024-06-01,sector 27,47,8931.75,71,137.0,6.54,2521.0,0,0,2024,184.0,2216.8,9.56,8176.12,8260.562506965249,28827.422072072073,6662.988,61
2024-07-01,sector 27,5,1372.25,84,134.0,7.16,3197.0,0,0,2024,137.0,2521.0,6.54,8188.307580645162,8193.135214556285,21225.929266055045,7715.2425,62
2019-01-01,sector 28,4,789.56,143,171.0,28.94,7938.0,0,0,2019,,,,,,17112.101000000002,,0
2019-02-01,sector 28,2,437.94,171,169.0,24.62,10447.0,0,1,2019,171.0,7938.0,28.94,789.56,,13009.651944444444,,1
2019-03-01,sector 28,3,602.55,77,23.0,4.53,8356.8,0,0,2019,169.0,10447.0,24.62,613.75,248.63288640081382,23693.98223214286,,2
2019-04-01,sector 28,4,882.94,124,21.0,4.09,16961.5,0,0,2019,23.0,8356.8,4.53,610.0166666666667,175.928876064543,22414.876909090908,,3
2019-05-01,sector 28,1,266.71,78,22.0,7.18,16077.0,0,0,2019,21.0,16961.5,4.09,678.2475,198.1306793297461,23471.933090909093,,4
2019-06-01,sector 28,2,329.8,81,22.0,7.87,28842.0,0,0,2019,22.0,16077.0,7.18,595.9399999999999,251.62362240060054,28649.782142857144,,5
2019-09-01,sector 28,2,980.23,177,21.0,8.82,12043.0,0,0,2019,22.0,28842.0,7.87,551.5833333333334,249.91326724819285,22164.27902173913,,6
2019-10-01,sector 28,1,117.27,88,66.0,31.24,15829.0,0,0,2019,21.0,12043.0,8.82,612.8185714285713,279.8132978391468,23239.165217391306,,7
2020-08-01,sector 28,2,691.51,264,157.0,20.68,23994.0,0,0,2020,66.0,15829.0,31.24,550.875,312.7402455256256,21644.480108695654,,8
2020-11-01,sector 28,1,239.71,168,221.0,56.29,20325.0,0,0,2020,157.0,23994.0,20.68,566.5011111111112,296.27391323083293,23333.28815217391,,9
2020-12-01,sector 28,460,319292.06,134,380.0,2.56,13128.0,1,0,2020,221.0,20325.0,56.29,533.822,297.8327346683034,33067.028172043014,,10
2021-01-01,sector 28,57,44497.63,150,379.0,2.64,28081.0,0,0,2021,380.0,13128.0,2.56,29511.843636363632,96109.64026276035,16965.05108108108,789.56,11
2021-02-01,sector 28,15,11528.17,149,328.0,2.15,17553.0,0,1,2021,379.0,28081.0,2.64,30760.659166666665,91739.00173097981,12894.31513761468,437.94,12
2021-03-01,sector 28,38,27113.16,137,298.0,2.23,18742.0,0,0,2021,328.0,17553.0,2.15,29281.236923076918,87995.22927022667,23489.633274336284,602.55,13
2021-04-01,sector 28,140,82915.69,102,436.0,3.04,21347.0,0,0,2021,298.0,18742.0,2.23,29126.374285714286,84545.06731518137,22220.895495495493,882.94,14
2021-05-01,sector 28,65,45609.83,131,103.0,0.42,18317.0,0,0,2021,436.0,21347.0,3.04,32712.32866666666,82644.97813278025,23262.87702702703,266.71,15
2021-06-01,sector 28,15,9712.54,121,103.0,1.04,11394.0,0,0,2021,103.0,18317.0,0.42,33518.4225,79907.7145596933,28399.162831858408,329.8,16
2021-07-01,sector 28,14,9785.01,160,111.0,1.42,15647.0,0,0,2021,103.0,11394.0,1.04,32118.076470588232,77585.44735518607,21045.441272727272,,17
2021-08-01,sector 28,9,5392.35,152,108.0,1.4,10768.0,0,0,2021,111.0,15647.0,1.42,30877.350555555553,75452.78340654586,21419.17935483871,691.51,18
2021-09-01,sector 28,12,9032.71,138,430.0,9.55,7408.0,0,0,2021,108.0,10768.0,1.4,29536.034736842103,73559.64500678974,21936.493548387094,980.23,19
2021-10-01,sector 28,19,13717.38,126,789.0,30.58,5722.0,0,0,2021,430.0,7408.0,9.55,28510.8685,71744.3383911342,22990.542688172045,117.27,20
2021-11-01,sector 28,100,75767.48,125,1717.0,56.34,9532.0,0,0,2021,789.0,5722.0,30.58,27806.416666666668,70002.20629892827,23084.970107526882,239.71,21
2021-12-01,sector 28,197,127284.4,119,2012.0,33.39,8149.0,1,0,2021,1717.0,9532.0,56.34,29986.465,69076.17737453186,36111.975319148936,319292.06,22
2022-01-01,sector 28,182,117160.22,117,1923.0,22.07,11718.0,0,0,2022,2012.0,8149.0,33.39,34216.81,70471.51849463087,17210.87767857143,22643.594999999998,23
2022-02-01,sector 28,877,597868.08,121,1098.0,4.67,5340.0,0,1,2022,1923.0,11718.0,22.07,37672.785416666666,70971.55801818377,12881.895636363637,5983.055,24
2022-03-01,sector 28,214,134902.36,116,951.0,3.52,11987.0,0,0,2022,1098.0,5340.0,4.67,60080.5972,131832.61869436453,23521.41859649123,13857.855,25
2022-04-01,sector 28,156,113524.49,127,901.0,3.13,12222.0,0,0,2022,951.0,11987.0,3.52,62958.357307692306,129999.86485344598,22762.813303571427,41899.315,26
2022-05-01,sector 28,218,148604.75,122,1135.0,3.71,9341.0,0,0,2022,901.0,12222.0,3.13,64831.177037037036,127846.26496038857,23462.403392857144,22938.27,27
2022-06-01,sector 28,184,122438.46,119,991.0,3.27,9284.0,0,0,2022,1135.0,9341.0,3.71,67823.09035714285,126451.38464607052,28235.245087719297,5021.17,28
2022-07-01,sector 28,126,80536.59,121,877.0,2.96,9779.0,0,0,2022,991.0,9284.0,3.27,69706.37896551724,124586.27309566083,20943.995945945946,9785.01,29
2022-08-01,sector 28,146,91336.67,119,825.0,4.76,8932.0,0,0,2022,877.0,9779.0,2.96,70067.386,122435.35776734952,21248.681170212767,3041.9300000000003,30
2022-09-01,sector 28,127,109954.69,145,1040.0,6.56,8789.0,0,0,2022,825.0,8932.0,4.76,70753.49193548386,120438.07227185597,21799.21925531915,5006.469999999999,31
2022-10-01,sector 28,87,70922.82,143,999.0,6.75,8590.0,0,0,2022,1040.0,8789.0,6.56,71978.529375,118682.08938591754,22891.892021276595,6917.325,32
2022-11-01,sector 28,77,69080.85,149,1091.0,9.17,5224.0,0,0,2022,999.0,8590.0,6.75,71946.53818181818,116813.107852899,23645.422340425535,38003.595,33
2022-12-01,sector 28,138,114444.48,146,1440.0,11.19,7847.0,1,0,2022,1091.0,5224.0,9.17,71862.25323529412,115030.6467668082,37071.68505263158,223288.22999999998,34
2023-01-01,sector 28,88,63140.71,128,1438.0,11.85,5597.0,0,0,2023,1440.0,7847.0,11.19,73078.88828571427,113554.73919204713,18095.385132743362,54149.136666666665,35
2023-02-01,sector 28,124,101039.59,140,1343.0,11.0,9032.0,0,1,2023,1438.0,5597.0,11.85,72802.82777777777,111933.02880488134,18152.04144144144,203278.06333333332,36
2023-03-01,sector 28,253,200302.2,134,1411.0,10.31,12646.0,0,0,2023,1343.0,9032.0,11.0,73565.98351351352,110465.0357584232,24489.94852173913,54206.02333333332,37
2023-04-01,sector 28,179,142351.11,137,1233.0,8.01,11237.0,0,0,2023,1411.0,12646.0,10.31,76901.14710526315,110884.67969365405,23566.013982300887,65774.37333333334,38
2023-05-01,sector 28,210,167200.7,140,1217.0,6.58,11336.0,0,0,2023,1233.0,11237.0,8.01,78579.35128205127,109916.72808613122,24569.85778761062,64827.09666666667,39
2023-06-01,sector 28,451,290365.15,108,1035.0,4.61,8894.0,0,0,2023,1217.0,11336.0,6.58,80794.885,109399.46915008234,29054.40347826087,44160.26666666667,40
2023-07-01,sector 28,77,56955.84,132,959.0,4.27,12048.0,0,0,2023,1035.0,8894.0,4.61,85906.35487804878,112872.71526345072,21476.07267857143,45160.799999999996,41
2023-08-01,sector 28,99,67406.03,125,1145.0,5.11,9553.0,0,0,2023,959.0,12048.0,4.27,85217.0569047619,111577.18216970949,21986.44947368421,32473.51,42
2023-09-01,sector 28,151,117784.56,129,997.0,4.84,10574.1,0,0,2023,1145.0,9553.0,5.11,84802.84697674419,110274.33604570272,22727.171578947367,39989.21,43
2023-10-01,sector 28,183,136939.04,130,811.0,3.85,9943.0,0,0,2023,997.0,10574.1,4.84,85552.43136363637,109097.896811126,23397.480736842106,28252.49,44
2023-11-01,sector 28,94,56767.47,114,786.0,4.27,9018.5,0,0,2023,811.0,9943.0,3.85,86694.356,108122.72075611823,24123.69,48362.68,45
2023-12-01,sector 28,89,54815.25,112,920.0,7.19,9942.5,1,0,2023,786.0,9018.5,4.27,86043.77152173912,107005.62282850017,37877.651666666665,187006.97999999998,46
2024-01-01,sector 28,32,18253.18,110,890.0,7.54,10460.0,0,0,2024,920.0,9942.5,7.19,85379.33489361702,105934.10794944741,18490.519561403507,56397.03,47
2024-02-01,sector 28,24,14215.51,106,865.0,8.38,5546.0,0,1,2024,890.0,10460.0,7.54,83980.87333333334,105248.0017263755,18892.108839285713,177718.44499999998,48
2024-03-01,sector 28,50,27233.5,105,822.0,10.02,9564.0,0,0,2024,865.0,5546.0,8.38,82557.09040816326,104621.69379040545,26005.571379310346,90730.0675,49
2024-04-01,sector 28,43,20201.73,100,837.0,15.67,8384.0,0,0,2024,822.0,9564.0,10.02,81450.61859999999,103843.78265590536,24607.98850877193,84918.5575,50
2024-05-01,sector 28,56,25727.7,99,819.0,17.86,9495.2,0,0,2024,837.0,8384.0,15.67,80249.66,103157.24866370653,25821.00552631579,90420.4975,51
2024-06-01,sector 28,68,27448.22,96,1060.0,27.58,12876.9,0,0,2024,819.0,9495.2,17.86,79201.16076923077,102420.35408563896,31307.082327586206,105711.48750000002,52
2024-07-01,sector 28,88,46385.55,109,1063.0,22.32,8799.0,0,0,2024,1060.0,12876.9,27.58,78224.69018867925,101679.569002952,21790.05292035398,49092.48,53
2019-03-01,sector 29,3,954.82,97,78.0,23.25,18469.9,0,0,2019,,,,,,26016.066495726496,,0
2019-04-01,sector 29,3,2833.89,214,77.0,21.79,25417.5,0,0,2019,78.0,18469.9,23.25,954.82,,24569.673217391304,,1
2019-06-01,sector 29,2,1369.24,173,80.0,18.6,34319.0,0,0,2019,77.0,25417.5,21.79,1894.355,1328.7031393242057,31274.1005982906,,2
2019-07-01,sector 29,3,834.4,87,75.0,18.2,27695.85,0,0,2019,80.0,34319.0,18.6,1719.3166666666666,987.2392165191438,22005.80289473684,,3
2019-09-01,sector 29,1,604.05,192,77.0,20.1,35722.0,0,0,2019,75.0,27695.85,18.2,1498.0875,919.5271740546876,23717.352708333332,,4
2019-10-01,sector 29,4,2418.18,136,76.0,20.81,20106.0,0,0,2019,77.0,35722.0,20.1,1319.28,891.0714214640709,24580.2053125,,5
2019-11-01,sector 29,2,1818.32,168,74.0,19.82,33510.0,0,0,2019,76.0,20106.0,20.81,1502.43,914.5874247550092,24463.729375,,6
2019-12-01,sector 29,2,608.08,96,76.0,22.42,50861.0,1,0,2019,74.0,33510.0,19.82,1547.5571428571427,843.3941414055131,38052.26608247423,,7
2020-01-01,sector 29,9,4540.13,134,69.0,11.83,18685.0,0,0,2020,76.0,50861.0,22.42,1430.1225,848.5426334730791,18488.455739130437,,8
2020-02-01,sector 29,1,375.6,104,69.0,13.63,3014.0,0,1,2020,69.0,18685.0,11.83,1775.6788888888889,1305.6433229776467,18850.72300884956,,9
2020-03-01,sector 29,1,320.23,97,68.0,13.9,26205.0,0,0,2020,69.0,3014.0,13.63,1635.6709999999998,1308.1723765234033,25803.68305084746,954.82,10
2020-06-01,sector 29,4,5621.58,397,65.0,5.94,58290.0,0,0,2020,68.0,26205.0,13.9,1516.0854545454545,1302.8780447636964,31020.66957627119,1369.24,11
2020-07-01,sector 29,1,298.36,113,64.0,9.12,80536.0,0,0,2020,65.0,58290.0,5.94,1858.21,1716.9054350725953,21821.703739130437,834.4,12
2020-08-01,sector 29,1,286.92,76,65.0,9.45,75735.0,0,0,2020,64.0,80536.0,9.12,1738.2215384615386,1699.7885903735505,22459.570104166665,,13
2020-09-01,sector 29,5,1544.08,91,65.0,7.92,73175.0,0,0,2020,65.0,75735.0,9.45,1634.5571428571427,1678.5342250878318,23479.071237113403,604.05,14
2020-10-01,sector 29,4,1321.25,96,59.0,7.4,62579.0,0,0,2020,65.0,73175.0,7.92,1628.5253333333335,1617.6447441258833,24351.73082474227,2418.18,15
